treated,post,treated_post,return_on_equity,tier_1_leverage_capital_ratio,tier_1_risk_based_capital_ratio,total_risk_based_capital_ratio,brokered_deposits_to_total_deposits,net_non_core_funding_dependence,core_deposits_as_of_total_assets,short_term_investments_as_of_total_assets,1_4_family_residential_loans,loans_to_individuals,commercial_industrial_loans,non_interest_expense_average_assets,efficiency_ratio,return_on_average_assets,net_interest_margin,noninterest_income_average_assets,CATE
0,0,0,-0.267368789752501,-0.3894288281148566,0.628668077380434,0.8976494102510563,-0.21872987651590212,1.8309070300276993,-1.2767912452967203,0.16864999083224058,0.05983577274126604,0.12437386384405491,-0.08754271637873341,-0.35431098141616446,-0.24462659346768206,-0.25737095990753334,0.0857821325186491,-0.4138781992391037,0.5559490720223949
0,0,0,-0.08024701507692164,-0.3894288281148566,-0.2406424825999275,-0.13672805586605488,-0.4195657402534832,-0.33023318918252376,0.6173517907509685,-0.6211058779325749,2.001746449030043,-0.5532031917873284,0.1489110481944411,-0.10510288259180108,-0.14550187416841284,0.006166517324392244,-0.39458450487349056,0.12494509697822488,-1.2679233033195714
1,0,0,-0.1647983354858873,-0.3894288281148566,-1.5446083225704685,-1.1711055219831674,-0.5166278029338566,-0.6633805668231323,1.0683601204506732,-0.8923209716542997,0.3725163053640355,-0.5930606656479979,-0.11275286039572621,-0.15927855624927142,-0.3072808971757101,-0.03148169370874001,0.28255882735398336,-0.24443691112044688,0.1980800014095123
1,0,0,0.34250958696790573,-0.3894288281148566,-0.6752977625901077,-0.6539167889246111,-0.49546001266845596,0.14789920000972756,0.39253724108414356,-0.9562602813140846,0.9684282345730799,-0.2289572557856649,-0.20490028335438973,-0.15927855624927142,-0.6579579701684072,0.1944075724900533,0.18995802978441442,-0.04788501690280497,1.9152618934459364
1,0,0,-3.129638898678956,-1.793793928466877,0.19401279739025323,-0.13672805586605488,-0.623499329395757,0.586490222415167,-1.189439988779958,1.9645716995180664,-0.9483640609786878,-0.8609316160989846,-1.4784472138679958,-0.094267747860307,2.136236947437403,-2.1021333005310123,-1.2337792328477102,0.023280324107030865,-1.2679233033195714
0,0,0,-0.1329183294300478,0.3127537220611538,-0.2406424825999275,-0.6539167889246111,-0.4061422634998145,-0.5015791119253743,0.9184837540061235,-0.8550815935007986,0.5232265897860903,-0.2939500735224324,1.0695159624701465,0.07367684047785097,0.00786089908706006,-0.00324553543389082,0.24204597841729694,-0.08516210028890958,-1.2679233033195714
0,0,0,-0.42399664559206013,-0.03833755302685114,-0.6752977625901077,-0.13672805586605488,-0.6188527412887178,-0.3729560452510329,0.779181487034655,-0.9738260257261133,0.5864556171585616,-0.4106498843757443,0.5566199290209812,-0.007586670008354674,0.2986890849556701,-0.27619506542409944,0.2999214768982777,-0.271547517219432,0.1980800014095123
0,0,0,0.28568001095532236,-1.4427026533788718,-1.1099530425802877,-0.6539167889246111,-0.6023315391303564,0.08017892815645233,-0.45431020367310004,0.7876668239121358,0.9675620835131832,-0.3833600824531237,-0.2605364632539603,-0.26221233619846496,0.7428800440797529,-0.28560711818238255,-0.7360499459112765,-0.11905035791264082,-1.2679233033195714
0,0,0,2.779250919409895,2.7703926476771894,3.6712550373116954,4.000781808602391,2.8769303779070694,1.6700145720675694,-2.4141965538360366,1.603419994406754,-1.8508934653912237,2.6993103057797456,-1.9739569410985454,3.1887780757823934,-0.8683642139640253,4.015700992352975,0.36358452522735635,4.174591883014122,1.9152618934459364
0,0,0,-0.6028018969487249,2.0682100975011797,1.4979786373607942,0.8976494102510563,2.3064326158761514,-3.0217731214985997,-1.3305812295728319,2.2849708775934716,-0.7352909002440582,-0.7664945383930738,1.0208343050580229,-1.2102866252041953,-2.719004020504152,-0.11619016853328737,-1.540519374796908,-0.020774410803819865,-1.2679233033195714
0,0,0,-0.8107149799215909,2.0682100975011797,1.932633917350975,1.4148381433096124,0.3801637017246996,1.3950429984351431,-0.7536031931068489,-0.8318948108769206,-0.47111482697551366,0.45364686862093806,1.772792049013155,0.003248464723139397,0.556787410678295,-0.42678790955662826,-0.2846210577596273,-0.06144031995229753,0.5559490720223949
1,0,0,0.13459650399503975,-0.03833755302685114,-0.6752977625901077,-0.6539167889246111,-0.43866838024908855,-0.5024881088630021,1.1672049633512203,-0.9984180679029536,1.029058808765861,-0.37725578465464277,0.3827568668348234,-0.15927855624927142,0.38472186019654525,-0.2667830126658164,0.07999458267055116,-0.38676759314011866,0.1980800014095123
0,0,0,2.438273463334395,0.6638449971491587,0.628668077380434,0.8976494102510563,1.5304524020006136,1.358228622461215,-1.0032438893626487,-0.5613823469316769,-1.8500273143313266,2.698951229438659,-1.9722183104766837,0.1874457551585386,-2.137347648766932,1.8697529634644372,2.973769506719585,-0.27493634298180514,1.9152618934459364
1,0,0,-1.0089254523557232,-0.3894288281148566,0.19401279739025323,-0.13672805586605488,-0.585810336971995,-1.0992445984156882,1.1065188272448376,-0.4278826894002579,0.8575608989062811,0.4978132585746529,-1.1541926028908114,0.49082952764037213,1.1122598942987274,-0.6715012812719877,0.658749567480358,-0.23427043383332746,0.5559490720223949
1,0,0,-0.30479314468761703,-1.0916113782908665,-0.6752977625901077,-0.6539167889246111,-0.623499329395757,1.0305352264463739,-1.0156569626571361,1.2162709875656388,1.2135489845238938,-0.8318464324709285,-0.3431214177923855,-0.05092720893433096,1.337628359875367,-0.6244410174805723,-1.2395667826958086,0.20627691527518022,-1.2679233033195714
1,0,0,-0.49330100658301546,0.3127537220611538,0.19401279739025323,0.3804606771925,-0.3751650094528869,-0.44385780638600547,0.9092888848990957,-0.9295603498078007,1.0827601744794664,-0.6645168575243335,0.2367118945984509,-0.2188717972724887,0.26876464139362655,-0.22913480163268415,-0.012606214899018005,-0.322379903655029,0.1980800014095123
1,0,0,-0.4420157794497086,-0.03833755302685114,-0.6752977625901077,-0.13672805586605488,-0.5501864948180282,-0.48748965939214245,0.8807847906673099,-0.8037896198176745,0.01479591762662896,-0.35427489882506746,0.7748180720646094,-0.10510288259180108,0.7484908772476363,-0.42678790955662826,-0.10520701246858717,-0.30543577484316337,0.1980800014095123
0,0,0,0.21221738830490977,-0.3894288281148566,-0.6752977625901077,-0.13672805586605488,-0.4097562764719561,-0.5870248240623925,0.6044789740011297,-0.2550357643858943,1.7852086840558261,-0.42824462508901284,-0.33529757999400805,-0.05634477630007787,-0.3175674246501625,0.053226781115807566,0.09156968236674731,-0.04788501690280497,-1.2679233033195714
0,0,0,-0.2659827025326819,-0.3894288281148566,0.19401279739025323,0.3804606771925,-0.1722639954455106,1.8868103416918125,-1.3264435384746693,0.2852865337281119,0.018260521866216357,0.11144711556491872,-0.057116680496155675,-0.35972854878191163,-0.2810970090589226,-0.2667830126658164,0.03369418388576658,-0.37998994161537236,0.5559490720223949
0,0,0,-0.2770714002912348,-0.3894288281148566,-0.2406424825999275,-0.13672805586605488,-0.4211146029558296,-0.2825108499570614,0.6109153823760491,-0.7124477488751246,1.975761917233137,-0.5532031917873284,0.11326912044627872,-0.14844342151777737,0.14158575625494182,-0.16325043232470268,-0.3714343054810983,-0.030940888090939356,-1.2679233033195714
1,0,0,0.019551264750053882,-0.3894288281148566,-1.1099530425802877,-0.6539167889246111,-0.5057857640174319,-0.7088304137045249,1.0665211466292681,-0.8248685131121091,0.33787026296816064,-0.5919834366247366,-0.08667340106780248,-0.2188717972724887,-0.5251682518618397,0.12852320318207208,0.2941339270501795,-0.24104808535807373,1.9152618934459364
1,0,0,0.4381496051354243,-0.3894288281148566,-0.6752977625901077,-0.6539167889246111,-0.4722270721332602,0.1088123316917297,0.4219608222266316,-0.9724207661731511,0.9441760048959682,-0.22680279773914214,-0.16838904029529675,-0.13219071942053637,-0.6906878303143923,0.2697039945563178,0.19574557963251238,-0.010607933516700523,1.9152618934459364
1,0,0,-1.7823621210147846,-1.793793928466877,0.19401279739025323,-0.13672805586605488,-0.623499329395757,0.854644319015384,-1.2096687008154188,1.961761180412142,-0.9899393118537374,-0.8605725397578976,-1.4506291239182105,-0.08885018049456009,2.004382367992148,-1.396229343659783,-1.2222041331515143,0.050390930206015976,-1.2679233033195714
0,0,0,0.1540017250725073,0.3127537220611538,-0.2406424825999275,-0.6539167889246111,-0.3064987629821972,-0.38568200237782285,0.8017089163468724,-0.893726231207262,0.49550975586939056,-0.2914365391348226,1.0964647371090013,0.1115998120380801,-0.3362702018764399,0.25087988903975167,0.21889577902490465,0.09783449087923977,1.9152618934459364
0,0,0,-0.3089514063470743,-0.03833755302685114,-0.6752977625901077,-0.13672805586605488,-0.6214341791259619,-0.33341467846422124,0.7184953509282723,-0.9119946053957719,0.5725972002002118,-0.4145997241277025,0.569659658684943,-0.007586670008354674,0.26502408594837124,-0.1820745378412688,0.236258428569199,-0.23427043383332746,0.1980800014095123
0,0,0,0.21360347552472886,-1.4427026533788718,-1.1099530425802877,-0.6539167889246111,-0.5992338137256636,-0.2138815811661584,-0.4547699471284513,0.9626216382559429,0.9614990260939051,-0.38012839538333965,-0.26749098574140673,-0.2838826056614531,0.6764851849264696,-0.3420794347320807,-0.7707752449998649,-0.10888388062552147,-1.2679233033195714
0,0,0,2.4438178122136716,3.121483922765195,3.2365997573215157,4.000781808602391,2.9941276557179455,1.5168485880772757,-2.4247706533091185,1.543696463405856,-1.8508934653912237,2.698951229438659,-1.9748262564094763,3.3675577988520455,-0.8094504657012527,3.780399673395898,0.7282001656575349,4.106815367766659,1.9152618934459364
0,0,0,-0.5459723209361417,2.4193013725891848,1.0633233573706136,0.3804606771925,2.4029783909890763,-3.0031386842772285,-1.4032206955183502,2.266702503404962,-0.6893848940695243,-0.7442318052456727,1.0460444490750156,-1.2157041925699426,-2.8256098506939322,-0.03148169370874001,-1.5289442751007118,0.013113846819911373,-1.2679233033195714
0,0,0,-0.8522975965161641,2.0682100975011797,2.3672891973411545,1.9320268763681674,0.3476375849754254,1.3045978031411716,-0.6952157742772237,-0.8297869215474771,-0.5326115522281912,0.48201389956682,1.755405742794539,-0.094267747860307,0.5474360220651568,-0.4644361205897605,-0.3772218553291962,-0.09532857757602892,0.5559490720223949
1,0,0,0.20667303942563348,-0.03833755302685114,-0.6752977625901077,-0.6539167889246111,-0.4758410851054018,-0.534303001679977,1.1865141884759784,-0.9991206976794348,1.0152003918075114,-0.3600201202824613,0.3697171371708617,-0.1646961236150186,0.3557325554958154,-0.21031069611611802,0.09156968236674731,-0.3935452446648649,0.1980800014095123
0,0,0,2.294120392473208,0.6638449971491587,0.628668077380434,0.8976494102510563,1.5887928971223275,1.385044032121237,-1.023932344853461,-0.5030640754837412,-1.8500273143313266,2.698951229438659,-1.9730876257876147,0.2036984572557796,-2.1551152871318955,1.7944565413981728,3.066370304289154,-0.28510282026892453,1.9152618934459364
1,0,0,-0.9742732718602454,-0.3894288281148566,0.19401279739025323,0.3804606771925,-0.5925220753488294,-1.2569555670941208,1.0996226754145673,-0.24098316885627133,0.8177179501510251,0.48201389956682,-1.1359369813612648,0.496247095006119,1.111324755437413,-0.6432651229971386,0.658749567480358,-0.22749278230858125,0.5559490720223949
1,0,0,-0.25212183033449087,-1.0916113782908665,-0.2406424825999275,-0.6539167889246111,-0.6229830418283082,0.716931282964764,-0.9738203082201602,1.4825676728519959,1.2187458908832747,-0.8350781195407124,-0.33790552592680057,-0.06176234366582479,1.2964822499775575,-0.6056169119640062,-1.2395667826958086,0.202888089512807,-1.2679233033195714
1,0,0,-0.5002314426821111,0.3127537220611538,-0.2406424825999275,0.3804606771925,-0.3787790224250284,-0.5311215123982794,0.9653775864519641,-0.9478287239963108,1.049846434203386,-0.6605670177723754,0.26105272330451307,-0.19178396044375365,0.33141894510165526,-0.2385468543909672,-0.0010311152028218585,-0.322379903655029,0.1980800014095123
1,0,0,-0.2701409641921394,-0.03833755302685114,-0.6752977625901077,-0.13672805586605488,-0.5543167953576186,-0.5992962827203685,1.0108921885317506,-0.8206527344532222,0.020858975045907058,-0.3628927310111582,0.788727117039502,-0.11052044995754823,0.6652635185907029,-0.2950191709406654,-0.11678211216478332,-0.2884916460312977,0.1980800014095123
